% Start time (local timezone): 2017-06-12 09:56:32,943; End time (local timezone): 2017-06-13 09:56:32,943

% Logger.OPC.Channel1.Device2.Tank1.Status.verdiPerMin		Logger.OPC.Channel1.Device2.Tank2.Status.verdiPerMin	Logger.OPC.Channel1.Device2.Tank3.Status.verdiPerMin	Logger.OPC.Modbus.CR1000Datalogger.T_a	

% Interpolative		Interpolative	Interpolative	Interpolative	

% Time UTC	Value	Value	Value	Value	

2017-06-12 23:26:32,943	0,6798095	0,8899515	0,9474607	11,01515	

2017-06-12 23:36:32,943	0,7451123	2,966282	1,141243	11,01515	

2017-06-12 23:46:32,943	0,7762437	1,431349	1,311273	11,14401	

2017-06-12 23:56:32,943	0,7752687	0,7224917	1,169945	11,11537	

2017-06-13 00:06:32,943	0,7835705	0,5662401	1,002576	11,13866	

2017-06-13 00:16:32,943	0,7900391	0,4474988	0,8775384	11,09746	

2017-06-13 00:26:32,943	0,7961413	0,3187708	0,7638611	11,11537	

2017-06-13 00:36:32,943	0,8116444	0,2487548	0,683783	11,11537	

2017-06-13 00:46:32,943	0,824829	0,2025037	0,6186582	11,16192	

2017-06-13 00:56:32,943	0,8325171	0,1525159	0,5349121	11,26216	

2017-06-13 01:06:32,943	0,8450929	0,1225009	0,4975096	11,30333	

2017-06-13 01:16:32,943	0,8522922	0,1112622	0,4437928	11,34349	

2017-06-13 01:26:32,943	0,8651124	8,501438E-02	0,4188297	11,34166	

2017-06-13 01:36:32,943	0,8713366	7,375939E-02	0,3800662	11,40527	

2017-06-13 01:46:32,943	0,877439	6,500244E-02	0,3451541	11,38738	

2017-06-13 01:56:32,943	0,8814686	0,0550156	0,3286191	11,42317	

2017-06-13 02:06:32,943	0,885132	4,875017E-02	0,305115	11,44644	

2017-06-13 02:16:32,943	0,877439	0,0449905	0,2836972	11,46434	

2017-06-13 02:26:32,943	0,8786634	4,000854E-02	0,2712344	11,48761	

2017-06-13 02:36:32,943	0,867307	2,999878E-02	0,2625855	11,50551	

2017-06-13 02:46:32,943	0,8675563	2,999878E-02	0,2424434	11,48224	

2017-06-13 02:56:32,943	0,8624291	2,501682E-02	0,2374998	11,58781	

2017-06-13 03:06:32,943	0,8497313	2,123423E-02	0,2287656	11,58781	

2017-06-13 03:16:32,943	0,8389906	1,999661E-02	0,2236994	11,61108	

2017-06-13 03:26:32,943	0,8324	1,623694E-02	0,2099609	11,62898	

2017-06-13 03:36:32,943	0,8201905	1,500706E-02	0,2038025	11,62898	

2017-06-13 03:46:32,943	0,8060289	9,986841E-03	0,198859	11,65225	

2017-06-13 03:56:32,943	0,8026149	0,0137465	0,1950684	11,67015	

2017-06-13 04:06:32,943	0,7847899	1,000217E-02	0,1887266	11,75249	

2017-06-13 04:16:32,943	0,7736829	9,986841E-03	0,1825681	11,70596	

2017-06-13 04:26:32,943	0,7597656	1,000217E-02	0,1699826	11,75249	

2017-06-13 04:36:32,943	0,7512195	1,000217E-02	0,1737732	11,72815	

2017-06-13 04:46:32,943	0,7401124	1,000977E-02	0,1725584	11,6843	

2017-06-13 04:56:32,943	0,7237563	1,000217E-02	0,1662539	11,76742	

2017-06-13 05:06:32,943	0,7111804	6,242511E-03	0,1650391	11,83104	

2017-06-13 05:16:32,943	0,7050781	6,250104E-03	0,1561215	11,97237	

2017-06-13 05:26:32,943	0,6872532	8,764545E-03	0,1562441	12,20137	

2017-06-13 05:36:32,943	0,6788344	6,227179E-03	0,1550293	12,32484	

2017-06-13 05:46:32,943	0,6650391	8,764545E-03	0,1548459	12,48952	

2017-06-13 05:56:32,943	0,6549071	4,981958E-03	0,1548459	12,48952	

2017-06-13 06:06:32,943	0,6450195	5,004883E-03	0,1499631	12,48952	

2017-06-13 06:16:32,943	0,636107	1,237628E-03	0,1499023	12,51277	

2017-06-13 06:26:32,943	0,6237805	3,759662E-03	0,1438047	12,58971	

2017-06-13 06:36:32,943	0,6126686	1,245221E-03	0,140076	12,54854	

2017-06-13 06:46:32,943	0,6049805	0	0,1411682	12,40718	

2017-06-13 06:56:32,943	0,5950929	3,736737E-03	0,1399533	12,30611	

